task_id,machine_id,operator_id,task_type,task_complexity,material_type,quantity_m3,target_depth_m,haul_distance_m,weather,temperature_c,rainfall_mm,wind_speed_kmh,ground_condition,operator_skill,operator_experience_yrs,previous_similar_tasks,previous_avg_completion_min,machine_age_yrs,engine_hours,bucket_capacity_m3,avg_engine_load_pct,machine_efficiency_pct,estimated_time_min,actual_completion_time_min,completed,date
1560,EXC002,OP003,Trenching,High,Gravel,36.4,5.3,73.9,Cloudy,33.7,0.0,5.7,Muddy,Expert,5.0,35,90.9,0.7,9491.0,2.0,57.3,72.5,58.1,51.6,1,2024-09-29 00:00:00
1561,EXC005,OP001,Demolition,High,Mixed,64.7,1.9,44.3,Rainy,18.4,25.7,6.2,Muddy,Beginner,11.0,252,94.8,1.3,11938.0,1.0,65.1,78.1,244.3,242.6,1,2024-01-09 00:00:00
1562,EXC002,OP008,Grading,High,Sand,152.6,3.1,75.4,Windy,18.8,0.0,31.5,Wet,Intermediate,10.0,99,51.8,9.8,11660.0,2.0,75.3,75.6,61.2,71.8,1,2024-05-22 00:00:00
1563,EXC005,OP002,Compaction,Low,Gravel,163.6,2.1,91.0,Cloudy,24.5,0.0,11.7,Frozen,Beginner,12.8,67,41.6,13.2,10473.0,0.8,63.6,88.4,150.8,142.4,1,2024-10-16 00:00:00
1564,EXC001,OP010,Grading,High,Gravel,75.7,0.9,42.1,Rainy,18.7,38.4,10.1,Frozen,Beginner,13.1,228,60.0,7.8,3607.0,1.5,72.7,72.1,85.3,76.6,1,2024-08-23 00:00:00
1565,EXC005,OP007,Compaction,High,Mixed,166.9,3.2,76.0,Sunny,19.3,0.0,3.2,Muddy,Intermediate,7.6,141,31.2,5.5,1985.0,1.2,59.1,80.5,120.7,132.3,1,2024-10-25 00:00:00
1566,EXC004,OP009,Grading,Medium,Sand,195.4,5.5,49.9,Rainy,40.3,20.0,1.1,Frozen,Intermediate,3.1,147,53.9,8.6,372.0,2.0,57.1,77.3,96.8,99.5,1,2024-10-05 00:00:00
1567,EXC003,OP008,Demolition,Low,Sand,112.2,0.7,55.2,Windy,37.0,0.0,51.1,Wet,Expert,13.5,48,106.1,14.6,8614.0,1.5,51.6,70.0,76.0,89.2,0,2024-03-21 00:00:00
1568,EXC005,OP005,Compaction,Medium,Mixed,135.5,5.3,75.0,Windy,6.3,0.0,43.7,Dry,Beginner,12.4,98,33.4,4.4,7910.0,0.8,72.2,71.8,158.3,165.5,1,2024-03-21 00:00:00
1569,EXC005,OP008,Compaction,Low,Mixed,225.6,5.5,30.7,Sunny,22.6,0.0,14.7,Muddy,Beginner,10.2,126,32.4,1.5,4819.0,0.8,63.8,82.2,182.1,174.4,1,2024-10-05 00:00:00
1570,EXC001,OP006,Compaction,High,Soil,107.4,4.3,57.9,Sunny,19.3,0.0,8.0,Wet,Intermediate,10.7,62,52.7,10.3,9176.0,1.0,88.3,89.4,97.6,94.2,1,2024-12-27 00:00:00
1571,EXC005,OP006,Earth Excavation,Low,Clay,123.9,4.8,9.7,Sunny,11.7,0.0,0.9,Muddy,Expert,12.3,199,63.6,2.0,11093.0,2.0,90.9,78.5,48.3,40.4,1,2024-07-23 00:00:00
1572,EXC002,OP008,Demolition,Low,Soil,139.5,1.8,98.7,Windy,12.0,0.0,38.4,Wet,Intermediate,2.2,206,107.9,1.3,5957.0,1.5,86.2,82.5,147.4,153.1,0,2024-07-28 00:00:00
1573,EXC003,OP005,Material Loading,Low,Mixed,146.8,2.7,81.1,Sunny,9.3,0.0,6.5,Dry,Beginner,6.7,3,27.1,3.8,1332.0,2.0,50.8,78.2,48.9,41.6,1,2024-03-28 00:00:00
1574,EXC004,OP009,Material Loading,Medium,Rock,41.9,5.0,30.3,Cloudy,11.8,0.0,13.1,Frozen,Intermediate,8.2,271,34.7,9.4,294.0,0.8,61.7,73.6,74.4,64.4,1,2024-12-25 00:00:00
1575,EXC005,OP005,Earth Excavation,Medium,Sand,232.4,4.5,70.5,Rainy,7.0,27.2,9.0,Muddy,Expert,10.6,146,68.3,9.0,5032.0,2.0,93.5,75.9,118.1,105.7,1,2024-11-01 00:00:00
1576,EXC004,OP009,Compaction,High,Soil,106.8,0.6,15.0,Sunny,10.3,0.0,1.6,Frozen,Beginner,2.0,117,45.1,14.4,7970.0,1.5,86.9,83.6,92.0,82.4,1,2024-11-24 00:00:00
1577,EXC005,OP003,Trenching,Medium,Soil,86.7,1.9,47.9,Windy,14.5,0.0,11.5,Wet,Intermediate,2.0,261,92.5,12.8,10614.0,1.0,74.9,95.9,136.5,128.8,1,2024-07-11 00:00:00
1578,EXC004,OP004,Material Loading,Low,Mixed,107.3,1.7,99.2,Sunny,25.7,0.0,5.4,Dry,Expert,9.8,269,40.5,7.1,2664.0,0.8,67.8,74.4,56.5,47.7,1,2024-09-15 00:00:00
1579,EXC004,OP006,Trenching,Medium,Rock,128.2,2.1,51.4,Cloudy,32.8,0.0,5.9,Wet,Intermediate,14.2,180,72.6,3.7,5504.0,1.2,74.4,96.2,101.7,116.2,1,2024-05-05 00:00:00
1580,EXC002,OP001,Compaction,High,Soil,158.9,2.2,91.2,Sunny,32.3,0.0,3.9,Frozen,Beginner,4.9,231,44.0,10.8,11028.0,1.5,72.1,94.0,117.6,108.2,1,2024-02-20 00:00:00
1581,EXC004,OP009,Trenching,Low,Clay,79.5,1.9,37.4,Sunny,39.7,0.0,9.7,Frozen,Beginner,10.6,269,76.8,2.4,2473.0,1.2,78.5,91.7,78.3,78.3,1,2024-06-18 00:00:00
1582,EXC005,OP001,Material Loading,Low,Soil,120.3,5.9,29.5,Sunny,37.3,0.0,10.8,Muddy,Beginner,13.9,38,30.7,11.2,6039.0,1.5,68.6,92.4,49.0,41.4,1,2024-08-26 00:00:00
1583,EXC004,OP003,Compaction,Medium,Rock,83.2,0.9,19.1,Rainy,28.2,38.4,13.6,Frozen,Intermediate,1.7,90,44.8,12.3,7250.0,0.8,82.7,97.6,146.0,145.2,1,2024-04-29 00:00:00
1584,EXC005,OP002,Earth Excavation,Low,Sand,221.3,5.2,33.4,Rainy,9.6,22.2,2.7,Dry,Beginner,5.9,192,73.3,8.7,7803.0,1.5,59.8,72.5,139.8,144.1,1,2024-08-28 00:00:00
1585,EXC002,OP008,Demolition,High,Clay,78.8,4.4,76.6,Sunny,32.4,0.0,6.4,Dry,Expert,9.3,149,106.3,9.2,8700.0,1.5,72.8,87.6,118.5,115.0,1,2024-02-08 00:00:00
1586,EXC003,OP010,Demolition,High,Soil,221.1,1.2,51.1,Cloudy,8.9,0.0,12.0,Wet,Intermediate,4.6,7,110.2,9.1,2208.0,0.8,65.8,68.8,295.7,300.0,1,2024-08-17 00:00:00
1587,EXC002,OP004,Demolition,Low,Rock,171.5,4.6,21.7,Windy,39.6,0.0,32.7,Muddy,Expert,13.1,170,105.4,11.2,3574.0,2.0,93.5,66.2,158.3,145.1,1,2024-05-23 00:00:00
1588,EXC005,OP004,Demolition,High,Gravel,80.0,1.0,46.4,Windy,28.2,0.0,20.0,Frozen,Intermediate,7.0,114,122.8,10.4,7746.0,0.8,78.3,85.0,271.0,265.4,1,2024-11-09 00:00:00
1589,EXC002,OP004,Demolition,Medium,Gravel,154.1,1.7,60.3,Cloudy,35.2,0.0,5.9,Frozen,Beginner,14.3,33,120.6,11.6,9691.0,1.2,92.4,66.1,267.0,264.4,1,2024-03-04 00:00:00
1590,EXC005,OP006,Demolition,High,Gravel,244.6,2.7,91.7,Windy,33.8,0.0,28.4,Muddy,Expert,5.5,9,101.7,10.4,11298.0,1.0,80.3,93.3,311.1,300.0,1,2024-03-20 00:00:00
1591,EXC004,OP005,Earth Excavation,Low,Mixed,214.1,3.3,60.7,Rainy,11.7,40.4,6.0,Wet,Intermediate,8.9,82,67.0,12.8,5857.0,0.8,61.9,83.7,294.8,283.8,1,2024-02-13 00:00:00
1592,EXC003,OP003,Grading,High,Gravel,228.1,3.3,84.1,Sunny,25.6,0.0,5.6,Muddy,Beginner,11.2,200,44.7,3.1,11642.0,1.0,75.8,68.4,230.0,232.0,1,2024-12-03 00:00:00
1593,EXC002,OP009,Grading,Low,Clay,152.8,4.1,96.0,Sunny,7.2,0.0,3.0,Wet,Intermediate,3.9,122,51.7,6.7,1628.0,2.0,86.7,70.4,66.6,67.7,1,2024-03-17 00:00:00
1594,EXC001,OP004,Material Loading,Low,Gravel,212.6,3.7,41.3,Sunny,29.6,0.0,14.7,Dry,Beginner,1.5,53,31.3,5.3,2040.0,1.2,93.1,83.0,92.3,87.8,1,2024-11-11 00:00:00
1595,EXC003,OP002,Grading,Low,Mixed,30.1,2.8,18.4,Windy,26.1,0.0,25.6,Muddy,Beginner,3.2,124,35.5,14.8,4126.0,1.2,63.2,92.6,47.7,48.3,1,2024-06-09 00:00:00
1596,EXC004,OP009,Grading,Low,Sand,95.9,0.8,77.7,Rainy,11.6,17.6,8.9,Dry,Beginner,1.5,22,57.7,3.4,5971.0,2.0,69.0,83.4,52.7,48.9,1,2024-05-03 00:00:00
1597,EXC001,OP004,Trenching,Medium,Soil,39.3,0.8,32.0,Sunny,21.2,0.0,10.4,Wet,Expert,10.5,17,90.7,14.6,4349.0,0.8,88.8,89.1,77.5,63.8,1,2024-01-21 00:00:00
1598,EXC002,OP005,Trenching,High,Mixed,57.7,3.9,87.2,Windy,5.9,0.0,37.0,Muddy,Intermediate,4.1,84,86.7,7.4,9829.0,1.5,81.1,89.9,124.2,126.6,1,2024-11-10 00:00:00
1599,EXC002,OP006,Demolition,Low,Sand,49.5,0.6,88.6,Windy,6.7,0.0,28.6,Muddy,Beginner,3.6,266,101.0,5.5,3629.0,1.0,84.6,94.2,126.6,130.5,1,2024-09-16 00:00:00
1600,EXC002,OP007,Grading,High,Soil,131.7,5.9,25.5,Rainy,9.4,10.5,5.3,Muddy,Intermediate,8.3,239,53.6,14.7,10465.0,1.0,82.2,88.8,173.6,167.0,1,2024-12-12 00:00:00
1601,EXC001,OP002,Grading,Low,Clay,71.3,2.0,59.9,Rainy,15.8,2.0,5.8,Muddy,Beginner,3.9,23,36.6,7.9,5623.0,0.8,61.0,74.3,173.5,161.2,0,2024-06-01 00:00:00
1602,EXC003,OP004,Grading,High,Clay,39.8,2.8,97.0,Cloudy,15.2,0.0,7.9,Muddy,Intermediate,8.3,25,56.9,4.3,9395.0,1.5,50.2,72.5,61.7,58.7,1,2024-01-02 00:00:00
1603,EXC005,OP007,Demolition,Medium,Sand,180.1,1.6,99.7,Cloudy,14.5,0.0,10.3,Muddy,Expert,10.4,208,104.5,12.8,4907.0,0.8,78.2,79.4,280.6,282.7,1,2024-01-31 00:00:00
1604,EXC003,OP005,Compaction,Low,Rock,224.7,4.3,13.9,Cloudy,17.5,0.0,11.3,Wet,Expert,13.7,199,39.4,9.7,7235.0,1.5,67.1,80.8,70.5,58.7,1,2024-07-05 00:00:00
1605,EXC004,OP003,Demolition,High,Soil,203.4,5.1,84.8,Sunny,34.4,0.0,6.9,Wet,Expert,9.5,201,113.1,12.9,5159.0,1.0,57.2,83.6,300.3,300.0,1,2024-05-08 00:00:00
1606,EXC005,OP010,Compaction,Low,Mixed,185.3,3.6,35.3,Rainy,29.1,43.4,3.9,Dry,Intermediate,7.5,228,30.6,0.8,11363.0,0.8,86.1,81.7,129.9,128.7,1,2024-10-30 00:00:00
1607,EXC004,OP006,Grading,Low,Clay,218.8,2.7,56.9,Sunny,5.9,0.0,7.4,Wet,Beginner,6.4,22,56.4,8.3,4628.0,1.0,52.0,96.3,161.9,159.3,1,2024-12-29 00:00:00
1608,EXC005,OP003,Grading,High,Clay,127.7,1.6,83.7,Sunny,8.2,0.0,9.6,Wet,Expert,10.7,281,45.4,4.9,2169.0,2.0,70.2,89.9,43.1,49.8,1,2024-08-13 00:00:00
1609,EXC004,OP004,Compaction,Low,Sand,105.0,4.2,94.6,Sunny,8.3,0.0,7.6,Dry,Beginner,5.9,86,46.5,6.3,1003.0,0.8,61.4,88.7,100.6,98.7,1,2024-10-30 00:00:00
1610,EXC003,OP005,Earth Excavation,Low,Soil,243.5,4.7,63.0,Cloudy,29.7,0.0,9.0,Dry,Intermediate,9.9,92,62.2,3.7,11725.0,2.0,84.0,72.7,76.9,76.5,1,2024-06-25 00:00:00
1611,EXC004,OP002,Trenching,Medium,Soil,121.6,3.1,79.1,Sunny,24.3,0.0,4.9,Wet,Beginner,7.2,166,70.9,12.0,5875.0,0.8,57.8,65.3,264.2,273.7,1,2024-07-01 00:00:00
1612,EXC003,OP006,Compaction,Medium,Sand,99.2,5.8,48.4,Cloudy,35.9,0.0,9.2,Frozen,Intermediate,3.1,64,41.1,14.4,4028.0,1.0,78.9,73.4,118.8,108.2,1,2024-02-21 00:00:00
1613,EXC005,OP002,Compaction,Low,Sand,153.2,4.3,77.6,Rainy,40.7,43.2,4.9,Dry,Intermediate,11.0,137,32.6,1.6,1807.0,1.2,70.7,81.7,60.9,72.0,1,2024-03-10 00:00:00
1614,EXC004,OP006,Earth Excavation,High,Clay,77.0,2.8,32.8,Cloudy,25.2,0.0,14.9,Frozen,Intermediate,10.7,135,56.5,6.4,8259.0,0.8,89.3,72.6,164.2,159.9,1,2024-09-24 00:00:00
1615,EXC003,OP003,Trenching,High,Sand,192.4,4.1,98.4,Sunny,21.8,0.0,3.4,Frozen,Beginner,11.7,223,80.1,11.4,6368.0,0.8,64.0,72.1,305.1,300.0,1,2024-05-06 00:00:00
1616,EXC001,OP008,Trenching,High,Sand,152.4,5.8,94.7,Cloudy,15.8,0.0,8.0,Muddy,Expert,2.7,57,63.1,7.3,3994.0,1.0,91.8,85.9,271.0,271.1,1,2024-07-22 00:00:00
1617,EXC002,OP004,Compaction,Low,Soil,206.7,2.0,49.6,Cloudy,40.8,0.0,14.9,Dry,Beginner,12.0,239,54.6,12.1,11349.0,2.0,70.3,67.0,46.0,45.5,1,2024-05-22 00:00:00
1618,EXC003,OP010,Grading,Medium,Rock,90.9,3.1,28.4,Windy,30.2,0.0,52.7,Wet,Expert,1.7,109,42.4,12.4,10250.0,1.5,93.4,92.3,71.6,75.8,1,2024-06-12 00:00:00
1619,EXC005,OP007,Compaction,Low,Rock,33.0,0.8,30.6,Rainy,13.3,24.9,6.3,Frozen,Expert,9.0,64,47.3,2.6,8293.0,1.0,70.3,66.1,35.8,39.6,1,2024-02-24 00:00:00
1620,EXC002,OP001,Compaction,Low,Mixed,86.8,4.6,8.3,Sunny,25.1,0.0,12.9,Dry,Beginner,6.1,34,44.4,12.6,1933.0,1.2,91.3,91.1,60.0,61.8,1,2024-02-17 00:00:00
1621,EXC003,OP007,Demolition,High,Clay,125.4,1.8,31.0,Windy,10.4,0.0,16.3,Muddy,Beginner,10.2,160,116.4,2.8,1775.0,2.0,81.7,90.7,159.7,155.8,1,2024-12-20 00:00:00
1622,EXC005,OP010,Earth Excavation,High,Mixed,80.9,5.4,52.7,Cloudy,40.4,0.0,12.4,Dry,Intermediate,11.4,49,57.3,3.1,4263.0,1.0,86.9,97.5,82.2,107.4,1,2024-07-06 00:00:00
1623,EXC002,OP003,Earth Excavation,Low,Sand,49.5,2.2,68.3,Cloudy,27.7,0.0,8.4,Wet,Beginner,11.4,155,65.0,6.6,5417.0,1.0,53.0,84.2,54.1,61.6,1,2024-03-14 00:00:00
1624,EXC003,OP001,Demolition,Low,Sand,54.0,4.3,63.1,Windy,8.1,0.0,16.2,Muddy,Expert,14.6,162,110.0,3.1,10770.0,1.5,62.4,78.1,60.4,53.7,1,2024-05-18 00:00:00
1625,EXC005,OP009,Grading,Low,Mixed,246.5,0.7,23.6,Sunny,40.7,0.0,5.1,Frozen,Expert,6.1,147,50.9,10.1,4362.0,2.0,90.5,83.6,50.4,52.0,1,2024-09-18 00:00:00
1626,EXC002,OP004,Compaction,Medium,Soil,161.2,4.2,45.5,Rainy,22.7,37.1,13.4,Frozen,Beginner,3.2,249,53.0,2.5,7634.0,0.8,60.4,71.4,241.3,225.8,1,2024-10-29 00:00:00
1627,EXC003,OP002,Earth Excavation,Low,Sand,201.2,3.2,68.5,Rainy,12.4,41.7,11.7,Muddy,Intermediate,5.9,6,57.0,14.5,2093.0,1.2,84.3,84.8,202.5,203.2,1,2024-01-04 00:00:00
1628,EXC001,OP006,Earth Excavation,Medium,Gravel,238.1,1.0,8.3,Cloudy,10.1,0.0,5.1,Muddy,Expert,8.1,228,65.2,0.6,8370.0,1.5,93.1,73.2,90.9,84.1,1,2024-08-13 00:00:00
1629,EXC004,OP007,Material Loading,Medium,Mixed,87.4,3.9,60.3,Rainy,37.8,25.5,12.0,Frozen,Beginner,11.1,82,38.5,10.2,2463.0,0.8,75.5,67.2,138.5,134.5,1,2024-07-30 00:00:00
1630,EXC004,OP008,Demolition,Medium,Sand,194.1,5.3,83.8,Cloudy,23.2,0.0,11.6,Muddy,Beginner,7.4,68,103.3,6.1,3713.0,1.2,52.5,71.6,293.8,300.0,1,2024-01-19 00:00:00
1631,EXC001,OP008,Grading,Low,Mixed,146.0,1.9,57.8,Sunny,10.5,0.0,0.4,Frozen,Beginner,0.9,134,39.8,2.1,9593.0,1.2,78.1,93.9,110.2,96.8,1,2024-02-11 00:00:00
1632,EXC001,OP008,Earth Excavation,Medium,Gravel,82.4,1.2,97.5,Cloudy,22.2,0.0,3.5,Wet,Expert,2.4,134,69.1,9.1,1944.0,1.5,58.2,96.4,72.4,57.5,1,2024-03-07 00:00:00
1633,EXC005,OP004,Earth Excavation,High,Gravel,209.3,3.9,59.9,Cloudy,35.2,0.0,0.2,Muddy,Expert,7.9,284,62.2,2.4,2814.0,1.0,50.2,75.1,182.6,186.4,1,2024-05-06 00:00:00
1634,EXC001,OP008,Material Loading,Medium,Mixed,224.7,1.6,51.6,Windy,12.3,0.0,29.3,Frozen,Expert,14.8,8,21.8,11.6,6738.0,0.8,92.1,76.9,115.9,109.3,1,2024-01-08 00:00:00
1635,EXC004,OP004,Trenching,Medium,Sand,53.8,0.5,78.6,Cloudy,21.9,0.0,2.4,Muddy,Beginner,1.7,138,81.4,4.5,4382.0,1.0,54.5,97.3,125.7,118.3,1,2024-04-23 00:00:00
1636,EXC002,OP002,Material Loading,Medium,Gravel,225.7,3.5,73.2,Sunny,6.1,0.0,13.4,Frozen,Beginner,3.6,279,24.3,5.2,6379.0,1.0,93.2,76.4,141.5,144.1,1,2024-05-29 00:00:00
1637,EXC002,OP002,Material Loading,High,Gravel,162.3,5.8,58.0,Sunny,15.4,0.0,11.7,Wet,Expert,14.8,103,34.5,13.7,3678.0,1.0,84.0,84.7,92.1,83.2,1,2024-04-02 00:00:00
1638,EXC001,OP010,Demolition,Medium,Sand,126.1,4.6,89.0,Rainy,7.4,49.0,0.9,Dry,Intermediate,11.1,46,111.0,13.6,9070.0,1.5,56.8,71.9,206.7,199.9,1,2024-07-24 00:00:00
1639,EXC003,OP001,Demolition,Medium,Soil,170.6,4.7,56.0,Rainy,22.6,36.5,7.9,Frozen,Beginner,7.9,110,113.9,12.1,10083.0,1.2,68.7,91.4,294.1,300.0,1,2024-06-06 00:00:00
1640,EXC003,OP005,Compaction,High,Clay,202.0,5.1,29.2,Windy,17.2,0.0,15.9,Frozen,Beginner,6.0,270,51.0,1.0,9068.0,1.5,86.1,72.0,128.8,138.8,1,2024-03-14 00:00:00
1641,EXC004,OP007,Compaction,High,Clay,59.3,3.1,61.3,Sunny,33.4,0.0,1.7,Muddy,Expert,12.4,281,33.6,12.8,9563.0,1.5,89.3,90.3,29.0,36.9,1,2024-09-30 00:00:00
1642,EXC002,OP003,Trenching,Medium,Sand,243.4,2.0,44.2,Cloudy,38.6,0.0,14.4,Frozen,Beginner,8.7,231,78.8,14.3,10141.0,1.0,89.0,93.7,261.0,254.2,1,2024-03-29 00:00:00
1643,EXC002,OP010,Trenching,Low,Sand,99.5,1.7,14.0,Rainy,30.0,44.7,10.7,Wet,Beginner,10.4,14,81.3,14.8,8829.0,0.8,59.8,86.0,187.9,194.5,1,2024-12-12 00:00:00
1644,EXC002,OP010,Demolition,Low,Gravel,78.7,2.0,89.6,Windy,19.0,0.0,19.1,Dry,Beginner,5.8,91,114.5,9.5,2570.0,1.0,52.3,93.8,176.5,178.8,1,2024-08-30 00:00:00
1645,EXC003,OP006,Earth Excavation,Medium,Sand,223.0,5.7,21.2,Cloudy,30.3,0.0,2.3,Wet,Intermediate,1.0,217,63.0,2.7,7689.0,0.8,72.8,96.4,210.5,202.6,1,2024-03-11 00:00:00
1646,EXC004,OP009,Earth Excavation,High,Soil,173.7,4.7,97.0,Windy,36.0,0.0,27.8,Wet,Beginner,8.3,238,75.9,3.6,11631.0,1.2,74.1,73.2,216.0,224.8,1,2024-05-02 00:00:00
1647,EXC003,OP002,Material Loading,Medium,Gravel,176.2,1.0,29.6,Cloudy,16.4,0.0,3.7,Wet,Intermediate,6.1,179,31.6,5.4,8831.0,1.2,69.3,71.6,73.8,63.3,1,2024-12-25 00:00:00
1648,EXC005,OP010,Grading,High,Sand,159.6,2.0,67.7,Cloudy,5.2,0.0,5.7,Frozen,Beginner,12.9,173,51.4,8.9,3275.0,2.0,90.1,65.5,84.7,80.9,1,2024-12-13 00:00:00
1649,EXC003,OP010,Demolition,High,Sand,173.0,3.2,42.1,Cloudy,28.7,0.0,5.3,Dry,Intermediate,1.0,206,125.0,12.5,6273.0,1.5,75.9,85.3,201.8,205.5,1,2024-08-03 00:00:00
1650,EXC005,OP010,Compaction,Medium,Rock,176.3,2.3,14.4,Rainy,24.2,7.7,4.6,Dry,Expert,7.8,283,49.1,2.2,1528.0,1.0,59.5,84.5,99.5,91.3,1,2024-08-19 00:00:00
1651,EXC004,OP008,Demolition,High,Soil,33.2,5.1,19.3,Rainy,24.7,38.8,9.5,Wet,Expert,12.4,89,130.2,10.8,9122.0,1.0,67.1,81.5,103.9,111.3,1,2024-07-22 00:00:00
1652,EXC002,OP003,Material Loading,High,Mixed,193.9,1.6,48.5,Windy,31.3,0.0,34.2,Dry,Beginner,13.6,251,41.0,13.2,6135.0,0.8,93.2,74.6,148.3,148.4,1,2024-05-15 00:00:00
1653,EXC001,OP007,Earth Excavation,Low,Gravel,213.7,3.3,50.4,Cloudy,6.2,0.0,6.9,Wet,Expert,9.5,275,62.4,11.8,4401.0,1.2,87.8,67.7,98.2,106.9,1,2024-09-16 00:00:00
1654,EXC001,OP001,Material Loading,Low,Gravel,121.3,5.2,49.8,Sunny,20.4,0.0,3.6,Frozen,Expert,12.5,106,32.9,9.5,5287.0,2.0,79.8,93.4,37.7,22.4,1,2024-05-01 00:00:00
1655,EXC004,OP009,Material Loading,Low,Soil,79.3,2.8,17.5,Windy,30.6,0.0,34.1,Muddy,Expert,9.0,154,34.4,11.8,9359.0,1.5,89.7,95.8,24.3,26.5,1,2024-03-07 00:00:00
1656,EXC004,OP009,Compaction,High,Rock,222.7,1.1,6.6,Rainy,18.8,19.5,11.6,Muddy,Intermediate,0.6,123,53.2,11.6,6529.0,1.5,81.4,81.8,179.5,178.2,1,2024-06-11 00:00:00
1657,EXC005,OP003,Demolition,High,Gravel,192.8,1.9,46.0,Rainy,13.0,5.7,6.0,Muddy,Beginner,8.5,74,113.0,4.9,1085.0,1.0,61.1,84.5,284.2,300.0,1,2024-01-27 00:00:00
1658,EXC004,OP009,Compaction,High,Sand,160.0,5.8,46.2,Cloudy,29.6,0.0,6.6,Wet,Expert,14.0,246,56.5,4.3,5609.0,1.0,72.2,89.0,70.3,74.3,1,2024-02-26 00:00:00
1659,EXC002,OP003,Compaction,Low,Gravel,138.8,2.8,68.0,Sunny,27.6,0.0,1.6,Frozen,Beginner,4.8,261,55.0,13.5,9247.0,2.0,51.0,95.1,54.6,56.3,1,2024-06-11 00:00:00
1660,EXC005,OP005,Compaction,High,Rock,189.5,4.4,51.2,Windy,41.5,0.0,15.9,Dry,Intermediate,2.8,270,52.9,4.2,9682.0,1.2,84.3,90.5,155.3,143.1,1,2024-05-29 00:00:00
1661,EXC001,OP007,Earth Excavation,Low,Clay,49.2,6.0,8.6,Cloudy,39.0,0.0,1.2,Muddy,Intermediate,13.0,69,68.1,8.4,2517.0,2.0,65.8,91.2,21.1,27.4,1,2024-11-09 00:00:00
1662,EXC004,OP004,Earth Excavation,High,Gravel,90.4,5.9,61.1,Cloudy,26.1,0.0,12.6,Dry,Beginner,14.9,122,57.3,11.8,7208.0,1.5,88.9,71.0,101.0,109.7,1,2024-09-16 00:00:00
1663,EXC001,OP003,Earth Excavation,High,Clay,70.4,3.3,27.3,Rainy,30.9,42.1,4.4,Muddy,Beginner,13.7,59,66.1,11.3,11860.0,1.0,70.8,86.1,192.8,190.9,1,2024-01-18 00:00:00
1664,EXC003,OP009,Compaction,Low,Soil,212.3,5.5,21.9,Sunny,20.6,0.0,9.8,Frozen,Beginner,12.4,145,56.7,11.2,1634.0,1.5,79.1,74.7,84.6,79.4,1,2024-05-29 00:00:00
1665,EXC002,OP003,Demolition,Low,Rock,169.1,1.4,81.4,Sunny,36.3,0.0,7.8,Muddy,Intermediate,0.9,133,110.0,8.0,2727.0,2.0,84.2,66.8,188.6,195.8,1,2024-10-07 00:00:00
1666,EXC001,OP005,Compaction,Medium,Soil,156.8,5.0,50.9,Windy,8.6,0.0,19.3,Wet,Intermediate,11.5,37,29.8,13.0,5717.0,2.0,72.2,79.9,66.5,62.4,1,2024-05-07 00:00:00
1667,EXC003,OP006,Earth Excavation,Medium,Clay,222.4,1.2,24.5,Windy,24.5,0.0,53.6,Wet,Beginner,6.5,28,67.8,4.8,4940.0,0.8,87.7,95.2,282.8,300.0,1,2024-06-11 00:00:00
1668,EXC002,OP006,Material Loading,High,Gravel,210.2,4.7,93.3,Rainy,41.6,2.1,6.6,Frozen,Beginner,11.7,58,29.3,12.4,1178.0,1.0,77.3,94.6,203.1,201.9,1,2024-07-24 00:00:00
1669,EXC003,OP002,Trenching,High,Sand,33.8,4.8,38.8,Sunny,29.3,0.0,2.7,Wet,Expert,8.3,217,86.4,4.8,246.0,1.5,55.9,96.0,27.2,37.7,1,2024-07-12 00:00:00
1670,EXC005,OP006,Trenching,Low,Gravel,179.6,1.3,73.1,Windy,10.9,0.0,11.1,Frozen,Expert,2.8,55,63.1,9.6,11832.0,0.8,93.7,89.6,215.4,221.1,1,2024-08-29 00:00:00
1671,EXC001,OP001,Material Loading,High,Rock,215.6,1.1,97.6,Cloudy,40.2,0.0,9.1,Frozen,Beginner,10.8,265,26.6,1.0,5358.0,2.0,50.5,74.6,95.2,85.5,1,2024-06-08 00:00:00
1672,EXC003,OP003,Compaction,Medium,Clay,195.9,0.6,33.7,Windy,24.7,0.0,10.3,Wet,Intermediate,14.3,103,34.4,13.1,7838.0,0.8,69.8,70.1,131.3,133.6,1,2024-09-18 00:00:00
1673,EXC001,OP006,Earth Excavation,Medium,Clay,129.0,3.0,100.0,Sunny,17.4,0.0,1.3,Wet,Beginner,8.1,63,53.5,5.2,10558.0,1.2,88.5,86.9,149.2,160.7,1,2024-09-13 00:00:00
1674,EXC001,OP010,Grading,Medium,Sand,219.1,3.2,44.5,Sunny,14.2,0.0,2.0,Muddy,Beginner,4.7,202,52.2,6.4,9218.0,1.5,59.8,88.2,110.6,113.9,1,2024-03-07 00:00:00
1675,EXC002,OP006,Demolition,Medium,Clay,97.7,2.5,22.5,Cloudy,15.0,0.0,8.1,Muddy,Intermediate,8.1,2,118.4,13.6,10024.0,2.0,60.3,94.3,120.7,113.5,0,2024-09-08 00:00:00
1676,EXC005,OP002,Trenching,Medium,Soil,167.0,2.7,11.3,Rainy,8.0,47.5,2.3,Dry,Beginner,4.2,243,69.3,8.8,2408.0,0.8,58.9,67.4,297.7,300.0,1,2024-08-04 00:00:00
