log_id,fuel_level_pct,fuel_available_l,engine_load_pct,temperature_c,ground_condition,task_type,task_duration_est_min,consumption_l_per_hour,fuel_needed_l,fuel_after_task_l,fuel_after_task_pct,range_km,distance_to_station_km,can_complete_task,can_reach_station,risk_level
2387,92.9,380.9,97.5,10.1,Frozen,Compaction,139.0,26.59,61.6,319.3,77.9,121.8,7.85,1,1,LOW
2388,93.7,384.2,97.0,10.8,Wet,Material Loading,270.8,26.6,120.1,264.1,64.4,122.8,33.92,1,1,LOW
2389,54.1,221.8,42.2,29.5,Dry,Demolition,20.8,24.54,8.5,213.3,52.0,76.8,8.42,1,1,LOW
2390,58.3,239.0,59.9,6.1,Muddy,Compaction,88.0,23.13,33.9,205.1,50.0,87.8,32.41,1,1,LOW
2391,45.9,188.2,74.2,32.8,Frozen,Grading,176.1,26.15,76.8,111.4,27.2,61.2,22.09,1,1,LOW
2392,51.6,211.6,66.2,22.6,Frozen,Trenching,223.0,28.86,107.3,104.3,25.4,62.3,7.08,1,1,LOW
2393,64.4,264.0,42.8,31.4,Dry,Material Loading,280.3,19.68,91.9,172.1,42.0,114.0,46.84,1,1,LOW
2394,58.9,241.5,93.3,31.0,Dry,Demolition,64.8,31.3,33.8,207.7,50.7,65.6,45.26,1,1,LOW
2395,33.8,138.6,97.9,32.5,Wet,Demolition,21.6,34.79,12.5,126.1,30.8,33.9,27.84,1,1,LOW
2396,6.3,25.8,84.2,31.1,Wet,Trenching,212.9,30.54,108.4,0.0,0.0,7.2,6.98,0,1,HIGH
2397,87.3,357.9,68.2,25.3,Dry,Material Loading,116.7,21.19,41.2,316.7,77.2,143.6,43.71,1,1,LOW
2398,43.3,177.5,57.4,31.3,Frozen,Compaction,66.0,20.99,23.1,154.4,37.7,71.9,13.11,1,1,LOW
2399,20.2,82.8,63.6,36.0,Muddy,Grading,34.9,26.19,15.2,67.6,16.5,26.9,31.44,1,0,MEDIUM
2400,42.4,173.8,54.2,35.6,Muddy,Earth Excavation,248.4,27.22,112.7,61.1,14.9,54.3,40.31,1,1,LOW
2401,13.5,55.4,46.2,39.9,Frozen,Material Loading,129.9,21.66,46.9,8.5,2.1,21.7,28.88,0,0,CRITICAL
2402,66.2,271.4,94.8,32.0,Dry,Material Loading,289.0,23.37,112.6,158.8,38.7,98.7,34.58,1,1,LOW
2403,68.7,281.7,43.5,17.3,Dry,Grading,80.4,20.95,28.1,253.6,61.9,114.3,2.39,1,1,LOW
2404,32.2,132.0,70.9,15.4,Muddy,Compaction,270.8,23.81,107.5,24.5,6.0,47.1,4.78,0,1,HIGH
2405,19.8,81.2,59.1,19.3,Muddy,Trenching,41.1,29.11,19.9,61.3,15.0,23.7,38.54,1,0,MEDIUM
2406,99.7,408.8,94.2,22.4,Dry,Earth Excavation,23.0,27.06,10.4,398.4,97.2,128.4,26.81,1,1,LOW
2407,30.5,125.0,51.5,22.6,Frozen,Demolition,146.5,28.24,69.0,56.0,13.7,37.6,36.27,1,1,LOW
2408,40.4,165.6,65.6,35.7,Frozen,Compaction,140.9,22.48,52.8,112.8,27.5,62.6,13.75,1,1,LOW
2409,5.1,20.9,46.6,11.6,Muddy,Compaction,249.0,22.3,92.5,0.0,0.0,8.0,36.98,0,0,CRITICAL
2410,99.5,407.9,95.8,15.8,Frozen,Earth Excavation,62.9,31.99,33.5,374.4,91.3,108.4,44.83,1,1,LOW
2411,37.3,152.9,70.8,29.5,Muddy,Grading,240.2,27.5,110.1,42.8,10.4,47.3,28.8,1,1,LOW
2412,13.0,53.3,89.8,28.6,Muddy,Trenching,293.8,34.23,167.6,0.0,0.0,13.2,47.02,0,0,CRITICAL
2413,91.6,375.6,62.2,14.1,Dry,Trenching,264.7,25.82,113.9,261.7,63.8,123.6,41.42,1,1,LOW
2414,85.6,351.0,76.7,10.7,Dry,Earth Excavation,152.6,25.92,65.9,285.1,69.5,115.1,38.51,1,1,LOW
2415,92.0,377.2,79.7,17.5,Wet,Demolition,187.6,32.04,100.2,277.0,67.6,100.1,36.79,1,1,LOW
2416,42.4,173.8,40.7,26.5,Frozen,Compaction,291.3,19.23,93.4,80.4,19.6,76.8,44.67,1,1,LOW
2417,98.1,402.2,48.7,6.6,Wet,Compaction,273.6,20.11,91.7,310.5,75.7,170.0,47.51,1,1,LOW
2418,24.5,100.5,48.9,7.4,Wet,Grading,156.4,22.17,57.8,42.7,10.4,38.5,5.91,1,1,MEDIUM
2419,58.9,241.5,81.9,21.6,Frozen,Trenching,206.4,30.97,106.5,135.0,32.9,66.3,34.37,1,1,LOW
2420,6.9,28.3,94.9,35.2,Muddy,Trenching,178.4,34.42,102.3,0.0,0.0,7.0,29.95,0,0,CRITICAL
2421,23.2,95.1,95.5,25.3,Wet,Trenching,243.3,31.44,127.5,0.0,0.0,25.7,23.79,0,1,HIGH
2422,33.3,136.5,43.4,11.6,Frozen,Demolition,194.6,27.63,89.6,46.9,11.4,42.0,41.64,1,1,LOW
2423,77.7,318.6,68.1,31.6,Muddy,Material Loading,193.8,25.2,81.4,237.2,57.9,107.5,2.26,1,1,LOW
2424,80.9,331.7,47.2,5.6,Dry,Demolition,94.3,25.83,40.6,291.1,71.0,109.2,29.33,1,1,LOW
2425,75.9,311.2,42.7,27.4,Dry,Grading,118.0,19.01,37.4,273.8,66.8,139.1,37.8,1,1,LOW
2426,19.0,77.9,48.4,34.4,Wet,Material Loading,242.7,20.45,82.7,0.0,0.0,32.4,7.48,0,1,HIGH
2427,71.3,292.3,97.7,8.8,Frozen,Demolition,127.9,35.96,76.7,215.6,52.6,69.1,1.33,1,1,LOW
2428,31.5,129.2,80.2,16.5,Muddy,Material Loading,76.2,26.09,33.1,96.1,23.4,42.1,41.49,1,1,LOW
2429,43.3,177.5,66.0,44.3,Frozen,Earth Excavation,246.4,29.27,120.2,57.3,14.0,51.5,28.58,1,1,LOW
2430,32.8,134.5,57.2,18.0,Muddy,Earth Excavation,67.6,28.27,31.9,102.6,25.0,40.4,49.73,1,0,LOW
2431,6.9,28.3,56.2,21.3,Muddy,Grading,39.2,24.24,15.8,12.5,3.0,9.9,39.63,0,0,CRITICAL
2432,25.3,103.7,86.3,19.5,Muddy,Material Loading,282.2,27.33,128.5,0.0,0.0,32.3,44.65,0,0,CRITICAL
2433,51.4,210.7,56.6,25.6,Muddy,Compaction,45.9,22.53,17.2,193.5,47.2,79.5,46.03,1,1,LOW
2434,14.2,58.2,90.4,34.7,Frozen,Trenching,166.0,32.59,90.2,0.0,0.0,15.2,43.08,0,0,CRITICAL
2435,31.7,130.0,77.7,39.4,Frozen,Demolition,39.8,32.89,21.8,108.2,26.4,33.6,25.43,1,1,LOW
2436,5.3,21.7,65.4,28.4,Frozen,Grading,225.2,24.57,92.2,0.0,0.0,7.5,3.74,0,1,HIGH
2437,31.9,130.8,87.8,21.8,Dry,Earth Excavation,289.9,26.55,128.3,2.5,0.6,41.9,39.14,0,1,HIGH
2438,30.7,125.9,74.2,44.5,Dry,Trenching,285.5,28.87,137.4,0.0,0.0,37.1,16.85,0,1,HIGH
2439,41.3,169.3,44.9,42.4,Dry,Earth Excavation,284.5,23.28,110.4,58.9,14.4,61.8,5.61,1,1,LOW
2440,92.5,379.2,78.2,12.6,Frozen,Grading,70.5,26.81,31.5,347.7,84.8,120.2,43.78,1,1,LOW
2441,55.3,226.7,43.7,32.8,Frozen,Demolition,252.7,28.13,118.5,108.2,26.4,68.5,18.9,1,1,LOW
2442,16.5,67.7,90.7,8.2,Muddy,Grading,122.8,29.38,60.1,7.6,1.9,19.6,49.79,0,0,CRITICAL
2443,57.1,234.1,93.2,43.8,Dry,Grading,242.9,27.15,109.9,124.2,30.3,73.3,31.92,1,1,LOW
2444,10.4,42.6,81.6,33.0,Muddy,Earth Excavation,84.4,30.74,43.2,0.0,0.0,11.8,36.74,0,0,CRITICAL
2445,70.6,289.5,81.6,19.1,Dry,Trenching,124.5,27.75,57.6,231.9,56.6,88.7,18.28,1,1,LOW
2446,75.7,310.4,90.0,6.2,Frozen,Compaction,108.0,25.67,46.2,264.2,64.4,102.8,42.01,1,1,LOW
2447,57.4,235.3,71.8,18.1,Muddy,Demolition,49.9,33.65,28.0,207.3,50.6,59.4,7.25,1,1,LOW
2448,53.9,221.0,55.3,17.2,Muddy,Earth Excavation,263.0,26.14,114.6,106.4,26.0,71.9,28.69,1,1,LOW
2449,42.4,173.8,92.6,40.5,Wet,Earth Excavation,203.1,30.66,103.8,70.0,17.1,48.2,8.07,1,1,LOW
2450,87.1,357.1,91.9,8.3,Wet,Demolition,224.0,33.31,124.4,232.7,56.8,91.1,38.9,1,1,LOW
2451,53.2,218.1,94.9,13.0,Wet,Grading,109.2,27.94,50.9,167.2,40.8,66.4,41.21,1,1,LOW
2452,46.2,189.4,84.9,17.5,Wet,Trenching,93.5,30.04,46.8,142.6,34.8,53.6,35.82,1,1,LOW
2453,43.3,177.5,71.6,42.6,Wet,Compaction,71.9,22.69,27.2,150.3,36.7,66.5,44.21,1,1,LOW
2454,75.8,310.8,70.0,7.8,Muddy,Compaction,165.1,23.93,65.8,245.0,59.8,110.4,15.83,1,1,LOW
2455,26.9,110.3,75.1,9.5,Dry,Grading,249.5,23.43,97.4,12.9,3.1,40.0,16.25,0,1,HIGH
2456,18.3,75.0,60.8,37.5,Muddy,Grading,263.0,25.13,110.2,0.0,0.0,25.4,49.72,0,0,CRITICAL
2457,71.0,291.1,67.1,24.7,Wet,Trenching,115.9,27.17,52.5,238.6,58.2,91.1,33.98,1,1,LOW
2458,35.3,144.7,46.9,28.1,Wet,Compaction,176.4,19.67,57.8,86.9,21.2,62.5,0.68,1,1,LOW
2459,79.0,323.9,83.1,5.4,Dry,Material Loading,142.4,22.52,53.4,270.5,66.0,122.3,32.79,1,1,LOW
2460,40.3,165.2,59.6,6.1,Dry,Earth Excavation,280.8,23.54,110.2,55.0,13.4,59.7,48.79,1,1,LOW
2461,90.6,371.5,50.1,27.5,Muddy,Compaction,120.5,21.65,43.5,328.0,80.0,145.9,26.68,1,1,LOW
2462,23.4,95.9,97.7,13.2,Muddy,Earth Excavation,284.4,33.51,158.8,0.0,0.0,24.3,21.74,0,1,HIGH
2463,31.2,127.9,41.5,15.6,Frozen,Material Loading,165.7,20.7,57.2,70.7,17.2,52.5,23.15,1,1,LOW
2464,91.6,375.6,58.4,43.4,Wet,Demolition,279.7,31.01,144.6,231.0,56.3,103.0,35.46,1,1,LOW
2465,23.5,96.3,92.7,25.3,Wet,Demolition,221.8,33.84,125.1,0.0,0.0,24.2,11.02,0,1,HIGH
2466,96.9,397.3,41.1,33.6,Frozen,Demolition,49.2,26.99,22.1,375.2,91.5,125.1,13.96,1,1,LOW
2467,85.2,349.3,69.4,7.4,Wet,Earth Excavation,125.3,27.45,57.3,292.0,71.2,108.2,16.47,1,1,LOW
2468,84.8,347.7,41.6,38.2,Dry,Demolition,196.4,24.76,81.0,266.7,65.0,119.4,31.45,1,1,LOW
2469,59.0,241.9,61.8,14.2,Dry,Grading,20.3,21.94,7.4,234.5,57.2,93.7,14.18,1,1,LOW
2470,48.2,197.6,48.4,5.1,Wet,Trenching,173.7,25.1,72.7,124.9,30.5,66.9,26.96,1,1,LOW
2471,63.3,259.5,97.9,28.4,Frozen,Grading,194.3,29.23,94.7,164.8,40.2,75.5,44.04,1,1,LOW
2472,8.9,36.5,51.9,9.6,Muddy,Compaction,32.8,21.72,11.9,24.6,6.0,14.3,45.18,0,0,CRITICAL
2473,62.2,255.0,56.0,23.8,Dry,Material Loading,229.7,19.52,74.7,180.3,44.0,111.0,25.08,1,1,LOW
2474,74.4,305.0,93.7,36.8,Muddy,Compaction,156.6,27.78,72.5,232.5,56.7,93.3,45.06,1,1,LOW
2475,93.4,382.9,86.6,11.0,Dry,Earth Excavation,227.4,26.15,99.1,283.8,69.2,124.5,34.45,1,1,LOW
2476,97.7,400.6,71.6,18.9,Muddy,Grading,28.0,26.96,12.6,388.0,94.6,126.3,29.17,1,1,LOW
2477,5.4,22.1,89.0,37.1,Wet,Earth Excavation,257.1,30.71,131.6,0.0,0.0,6.1,38.3,0,0,CRITICAL
2478,28.3,116.0,56.7,29.5,Dry,Trenching,111.1,23.94,44.3,71.7,17.5,41.2,46.58,1,0,LOW
2479,74.9,307.1,95.4,5.2,Muddy,Trenching,204.2,35.28,120.1,187.0,45.6,74.0,22.19,1,1,LOW
2480,79.2,324.7,42.7,26.8,Dry,Grading,198.1,19.44,64.2,260.5,63.5,142.0,16.12,1,1,LOW
2481,89.5,366.9,93.9,24.3,Dry,Earth Excavation,182.6,27.59,84.0,282.9,69.0,113.0,16.14,1,1,LOW
2482,21.1,86.5,50.4,18.2,Frozen,Trenching,254.2,26.91,114.0,0.0,0.0,27.3,25.02,0,1,HIGH
2483,18.9,77.5,90.8,7.2,Muddy,Trenching,194.0,33.32,107.7,0.0,0.0,19.8,35.26,0,0,CRITICAL
2484,44.0,180.4,60.1,16.5,Wet,Grading,117.6,23.11,45.3,135.1,33.0,66.4,16.74,1,1,LOW
2485,95.1,389.9,43.5,15.8,Wet,Demolition,225.9,26.4,99.4,290.5,70.9,125.5,29.12,1,1,LOW
2486,14.2,58.2,86.9,15.0,Frozen,Demolition,84.8,33.95,48.0,10.2,2.5,14.6,31.46,0,0,CRITICAL
2487,18.6,76.3,61.0,36.3,Wet,Trenching,289.6,27.06,130.6,0.0,0.0,24.0,15.13,0,1,HIGH
2488,63.8,261.6,67.3,31.2,Frozen,Compaction,193.3,23.64,76.2,185.4,45.2,94.1,28.22,1,1,LOW
2489,43.2,177.1,44.1,11.4,Dry,Grading,279.6,19.81,92.3,84.8,20.7,76.0,1.77,1,1,LOW
2490,28.9,118.5,72.6,35.0,Wet,Compaction,223.0,22.37,83.1,35.4,8.6,45.0,39.06,0,1,HIGH
2491,53.4,218.9,55.2,41.9,Wet,Compaction,50.1,21.97,18.3,200.6,48.9,84.7,12.54,1,1,LOW
2492,96.5,395.6,46.4,27.7,Muddy,Material Loading,201.0,21.63,72.5,323.1,78.8,155.5,32.61,1,1,LOW
2493,79.7,326.8,45.3,37.7,Wet,Trenching,185.1,26.05,80.4,246.4,60.1,106.6,17.69,1,1,LOW
2494,30.4,124.6,73.0,5.3,Wet,Material Loading,251.4,24.06,100.8,23.8,5.8,44.0,23.42,0,1,HIGH
2495,46.2,189.4,90.3,21.1,Frozen,Demolition,265.5,35.49,157.0,32.4,7.9,45.4,21.34,0,1,HIGH
2496,69.3,284.1,83.8,12.4,Muddy,Trenching,61.0,33.48,34.0,250.1,61.0,72.1,38.15,1,1,LOW
2497,23.0,94.3,71.1,35.6,Frozen,Demolition,70.0,31.64,36.9,57.4,14.0,25.3,15.56,1,1,MEDIUM
2498,64.4,264.0,47.9,12.7,Dry,Compaction,171.8,18.03,51.6,212.4,51.8,124.5,8.44,1,1,LOW
2499,17.8,73.0,61.0,21.0,Wet,Earth Excavation,36.8,25.76,15.8,57.2,14.0,24.1,44.14,1,0,MEDIUM
2500,5.2,21.3,77.2,8.7,Muddy,Compaction,266.3,25.57,113.5,0.0,0.0,7.1,31.02,0,0,CRITICAL
2501,40.3,165.2,54.5,25.0,Muddy,Earth Excavation,208.2,26.4,91.6,73.6,18.0,53.2,23.77,1,1,LOW
2502,60.9,249.7,86.1,28.6,Dry,Grading,257.4,25.46,109.2,140.5,34.3,83.4,1.03,1,1,LOW
2503,43.9,180.0,51.2,44.2,Frozen,Material Loading,113.9,22.11,42.0,138.0,33.7,69.2,8.87,1,1,LOW
2504,86.3,353.8,44.1,27.6,Dry,Earth Excavation,220.4,20.43,75.0,278.8,68.0,147.2,24.46,1,1,LOW
2505,57.9,237.4,92.8,18.6,Frozen,Earth Excavation,284.7,30.47,144.6,92.8,22.6,66.2,7.52,1,1,LOW
2506,56.7,232.5,53.8,12.1,Dry,Earth Excavation,39.6,23.12,15.3,217.2,53.0,85.5,25.65,1,1,LOW
2507,17.0,69.7,80.6,21.5,Wet,Earth Excavation,170.1,27.45,77.8,0.0,0.0,21.6,12.97,0,1,HIGH
2508,38.2,156.6,78.7,41.7,Muddy,Trenching,283.2,32.62,154.0,2.6,0.6,40.8,10.61,0,1,HIGH
2509,23.3,95.5,87.3,32.1,Dry,Demolition,218.8,30.49,111.2,0.0,0.0,26.6,20.93,0,1,HIGH
2510,96.0,393.6,85.9,27.3,Frozen,Compaction,70.1,25.38,29.7,363.9,88.8,131.8,45.07,1,1,LOW
2511,23.6,96.8,48.4,43.4,Dry,Demolition,229.6,26.89,102.9,0.0,0.0,30.6,47.48,0,0,CRITICAL
2512,89.3,366.1,49.4,12.3,Wet,Grading,113.1,22.06,41.6,324.5,79.1,141.1,21.91,1,1,LOW
2513,10.1,41.4,81.8,8.5,Wet,Demolition,76.5,32.91,42.0,0.0,0.0,10.7,36.88,0,0,CRITICAL
2514,41.6,170.6,55.5,7.3,Muddy,Material Loading,76.1,22.81,28.9,141.7,34.6,63.6,7.23,1,1,LOW
2515,25.2,103.3,52.9,18.6,Frozen,Material Loading,163.8,21.7,59.2,44.1,10.8,40.5,33.4,1,1,LOW
2516,50.8,208.3,62.8,15.6,Frozen,Compaction,108.9,21.42,38.9,169.4,41.3,82.7,42.55,1,1,LOW
2517,65.2,267.3,69.5,42.1,Wet,Material Loading,139.6,23.87,55.5,211.8,51.7,95.2,44.7,1,1,LOW
2518,47.7,195.6,55.2,14.8,Wet,Compaction,98.3,20.24,33.2,162.4,39.6,82.1,0.78,1,1,LOW
2519,97.9,401.4,72.5,24.6,Muddy,Demolition,118.5,34.38,67.9,333.5,81.3,99.2,39.85,1,1,LOW
2520,50.3,206.2,84.9,43.6,Wet,Trenching,24.9,32.05,13.3,192.9,47.0,54.7,41.16,1,1,LOW
2521,56.7,232.5,52.9,38.7,Wet,Compaction,286.9,20.41,97.6,134.9,32.9,96.8,24.02,1,1,LOW
2522,53.5,219.4,76.0,32.0,Frozen,Material Loading,177.6,25.57,75.7,143.7,35.0,72.9,11.55,1,1,LOW
2523,71.7,294.0,42.3,33.0,Muddy,Trenching,96.1,25.21,40.4,253.6,61.9,99.1,34.83,1,1,LOW
2524,96.4,395.2,97.5,23.3,Wet,Material Loading,42.1,26.51,18.6,376.6,91.9,126.7,39.02,1,1,LOW
2525,93.6,383.8,97.5,9.9,Muddy,Compaction,150.5,26.85,67.3,316.5,77.2,121.5,27.29,1,1,LOW
2526,73.7,302.2,49.7,40.4,Frozen,Material Loading,197.8,22.91,75.5,226.7,55.3,112.1,46.13,1,1,LOW
2527,56.4,231.2,63.4,23.5,Frozen,Material Loading,284.9,22.87,108.6,122.6,29.9,85.9,13.02,1,1,LOW
2528,78.9,323.5,61.1,40.5,Frozen,Trenching,28.8,29.04,13.9,309.6,75.5,94.7,31.62,1,1,LOW
2529,93.6,383.8,64.5,10.4,Wet,Trenching,130.1,27.13,58.8,325.0,79.3,120.2,29.37,1,1,LOW
2530,57.3,234.9,92.7,21.9,Muddy,Grading,84.1,29.66,41.6,193.3,47.1,67.3,40.17,1,1,LOW
2531,60.1,246.4,57.4,7.7,Wet,Trenching,79.4,26.23,34.7,211.7,51.6,79.8,44.69,1,1,LOW
2532,97.6,400.2,68.6,13.8,Wet,Material Loading,71.4,23.62,28.1,372.1,90.8,144.0,41.77,1,1,LOW
2533,88.0,360.8,42.7,17.0,Muddy,Earth Excavation,211.9,24.97,88.2,272.6,66.5,122.8,25.86,1,1,LOW
2534,39.8,163.2,42.4,35.5,Wet,Grading,251.7,20.13,84.4,78.8,19.2,68.9,21.59,1,1,LOW
2535,21.3,87.3,98.0,11.9,Frozen,Compaction,79.5,25.19,33.4,53.9,13.1,29.5,39.23,1,0,MEDIUM
2536,88.3,362.0,67.6,22.2,Muddy,Demolition,182.3,34.3,104.2,257.8,62.9,89.7,31.25,1,1,LOW
2537,47.4,194.3,61.4,31.6,Frozen,Trenching,133.6,27.42,61.1,133.2,32.5,60.2,42.51,1,1,LOW
2538,90.1,369.4,53.5,22.6,Dry,Grading,132.2,20.49,45.1,324.3,79.1,153.2,34.38,1,1,LOW
2539,54.3,222.6,48.0,30.2,Frozen,Compaction,25.6,19.79,8.4,214.2,52.2,95.6,23.12,1,1,LOW
2540,73.4,300.9,44.3,21.2,Muddy,Compaction,169.0,20.55,57.9,243.0,59.3,124.5,37.62,1,1,LOW
2541,92.4,378.8,44.5,8.6,Frozen,Grading,151.8,22.84,57.8,321.0,78.3,141.0,32.1,1,1,LOW
2542,26.5,108.7,83.4,16.7,Dry,Compaction,199.4,20.81,69.2,39.5,9.6,44.4,4.62,0,1,HIGH
2543,88.6,363.3,87.4,5.4,Dry,Grading,275.7,24.8,114.0,249.3,60.8,124.5,30.14,1,1,LOW
2544,23.5,96.3,79.7,35.9,Dry,Demolition,273.6,29.45,134.3,0.0,0.0,27.8,17.29,0,1,HIGH
2545,14.6,59.9,45.5,7.9,Muddy,Demolition,62.7,29.06,30.4,29.5,7.2,17.5,24.38,0,0,CRITICAL
2546,35.9,147.2,71.2,5.1,Muddy,Material Loading,154.2,25.76,66.2,81.0,19.8,48.6,40.26,1,1,LOW
2547,85.7,351.4,61.8,10.6,Wet,Material Loading,289.7,21.44,103.5,247.9,60.5,139.3,11.11,1,1,LOW
2548,94.7,388.3,95.1,11.0,Dry,Compaction,140.3,22.36,52.3,336.0,82.0,147.6,24.86,1,1,LOW
2549,78.4,321.4,40.3,30.1,Muddy,Grading,231.0,22.73,87.5,233.9,57.0,120.2,46.34,1,1,LOW
2550,74.6,305.9,54.7,44.7,Dry,Material Loading,136.9,21.24,48.5,257.4,62.8,122.4,25.34,1,1,LOW
2551,61.4,251.7,60.3,14.6,Dry,Demolition,279.8,26.34,122.8,128.9,31.4,81.2,25.06,1,1,LOW
2552,44.5,182.4,62.5,41.7,Dry,Grading,233.5,22.56,87.8,94.6,23.1,68.7,20.93,1,1,LOW
2553,12.9,52.9,96.1,14.1,Frozen,Material Loading,52.1,27.27,23.7,29.2,7.1,16.5,32.52,0,0,CRITICAL
2554,77.9,319.4,70.6,10.2,Dry,Earth Excavation,79.5,25.72,34.1,285.3,69.6,105.6,36.36,1,1,LOW
2555,37.4,153.3,71.1,14.6,Muddy,Demolition,290.3,32.94,159.4,0.0,0.0,39.6,37.77,0,1,HIGH
2556,46.5,190.7,97.4,14.2,Wet,Compaction,282.8,25.77,121.5,69.2,16.9,62.9,38.77,1,1,LOW
2557,53.1,217.7,93.9,20.8,Wet,Demolition,140.7,34.25,80.3,137.4,33.5,54.0,37.95,1,1,LOW
2558,57.3,234.9,58.0,7.0,Dry,Compaction,194.2,19.1,61.8,173.1,42.2,104.5,13.52,1,1,LOW
2559,92.4,378.8,91.5,29.1,Muddy,Demolition,264.9,36.15,159.6,219.2,53.5,89.1,5.66,1,1,LOW
2560,57.1,234.1,93.4,35.4,Muddy,Grading,111.5,30.03,55.8,178.3,43.5,66.3,1.84,1,1,LOW
2561,70.2,287.8,90.1,5.1,Frozen,Trenching,208.5,31.99,111.2,176.6,43.1,76.5,14.54,1,1,LOW
2562,12.8,52.5,77.0,28.8,Wet,Demolition,108.2,31.01,55.9,0.0,0.0,14.4,7.27,0,1,HIGH
2563,98.9,405.5,60.9,39.6,Muddy,Compaction,275.2,24.5,112.4,293.1,71.5,140.7,21.51,1,1,LOW
2564,16.2,66.4,84.3,39.5,Dry,Material Loading,36.7,24.4,14.9,51.5,12.6,23.1,3.8,1,1,MEDIUM
2565,92.3,378.4,63.2,31.0,Frozen,Grading,269.1,25.01,112.2,266.2,64.9,128.6,41.7,1,1,LOW
2566,69.4,284.5,89.2,42.2,Muddy,Grading,69.3,31.11,35.9,248.6,60.6,77.7,28.13,1,1,LOW
2567,30.9,126.7,96.4,14.2,Frozen,Demolition,139.1,35.95,83.3,43.4,10.6,30.0,0.53,1,1,LOW
2568,64.7,265.3,90.4,26.6,Frozen,Earth Excavation,279.5,30.69,143.0,122.3,29.8,73.5,28.49,1,1,LOW
2569,90.4,370.6,47.0,8.9,Frozen,Grading,195.0,22.93,74.5,296.1,72.2,137.4,25.79,1,1,LOW
2570,30.0,123.0,97.4,5.8,Muddy,Earth Excavation,72.0,33.71,40.5,82.5,20.1,31.0,4.44,1,1,LOW
2571,87.2,357.5,87.6,34.8,Frozen,Earth Excavation,262.4,31.02,135.7,221.8,54.1,98.0,20.13,1,1,LOW
2572,74.1,303.8,50.3,25.6,Frozen,Demolition,93.7,28.74,44.9,258.9,63.1,89.9,35.89,1,1,LOW
2573,39.3,161.1,62.5,23.1,Dry,Compaction,143.0,19.97,47.6,113.5,27.7,68.6,24.57,1,1,LOW
2574,98.9,405.5,91.8,29.0,Frozen,Demolition,212.4,34.84,123.3,282.2,68.8,98.9,47.98,1,1,LOW
2575,26.4,108.2,91.3,21.8,Frozen,Material Loading,231.2,26.02,100.3,7.9,1.9,35.3,31.7,0,1,HIGH
2576,42.8,175.5,63.7,10.1,Muddy,Trenching,170.5,29.78,84.6,90.9,22.2,50.1,39.2,1,1,LOW
2577,41.4,169.7,77.7,11.3,Wet,Material Loading,78.3,24.75,32.3,137.4,33.5,58.3,32.76,1,1,LOW
2578,47.5,194.8,74.6,38.3,Muddy,Compaction,284.0,25.77,122.0,72.8,17.8,64.3,34.15,1,1,LOW
2579,27.0,110.7,43.3,16.1,Dry,Earth Excavation,123.4,21.18,43.6,67.1,16.4,44.4,35.28,1,1,LOW
2580,35.2,144.3,69.5,13.7,Frozen,Grading,162.8,25.16,68.3,76.0,18.5,48.8,15.41,1,1,LOW
2581,98.1,402.2,71.2,27.5,Dry,Earth Excavation,70.9,25.62,30.3,371.9,90.7,133.4,18.15,1,1,LOW
2582,21.6,88.6,57.6,44.6,Muddy,Material Loading,109.2,24.95,45.4,43.2,10.5,30.2,31.9,1,0,MEDIUM
2583,96.0,393.6,44.8,36.6,Wet,Trenching,245.9,25.9,106.1,287.5,70.1,129.2,42.46,1,1,LOW
2584,87.3,357.9,81.7,10.7,Muddy,Earth Excavation,115.4,30.59,58.8,299.1,73.0,99.4,25.01,1,1,LOW
2585,75.5,309.6,81.9,43.9,Wet,Material Loading,240.0,26.66,106.6,203.0,49.5,98.7,37.19,1,1,LOW
2586,78.5,321.9,56.4,5.6,Muddy,Demolition,220.5,30.75,113.0,208.9,51.0,89.0,40.72,1,1,LOW
2587,74.9,307.1,83.6,42.2,Frozen,Demolition,126.2,35.97,75.7,231.4,56.4,72.6,2.03,1,1,LOW
2588,47.4,194.3,88.4,38.9,Dry,Material Loading,104.5,24.35,42.4,151.9,37.0,67.8,25.58,1,1,LOW
2589,65.5,268.6,48.1,19.5,Dry,Grading,170.7,19.79,56.3,212.3,51.8,115.4,41.62,1,1,LOW
2590,14.5,59.4,53.0,20.7,Wet,Trenching,134.3,25.3,56.6,2.8,0.7,20.0,2.52,0,1,HIGH
2591,84.6,346.9,45.9,38.0,Muddy,Trenching,106.6,27.57,49.0,297.9,72.7,107.0,5.49,1,1,LOW
2592,38.8,159.1,88.5,41.8,Wet,Earth Excavation,28.7,30.75,14.7,144.4,35.2,44.0,8.36,1,1,LOW
2593,24.5,100.5,53.4,40.6,Dry,Demolition,207.7,27.1,93.8,6.7,1.6,31.5,8.62,0,1,HIGH
2594,27.4,112.3,79.0,36.2,Muddy,Earth Excavation,271.4,31.19,141.1,0.0,0.0,30.6,23.41,0,1,HIGH
2595,9.9,40.6,60.9,5.6,Dry,Compaction,42.2,19.61,13.8,26.8,6.5,17.6,17.25,0,1,HIGH
2596,76.2,312.4,77.1,32.8,Wet,Grading,199.6,25.4,84.5,227.9,55.6,104.5,17.81,1,1,LOW
2597,47.0,192.7,42.6,23.8,Frozen,Material Loading,70.0,20.52,23.9,168.8,41.2,79.8,39.32,1,1,LOW
